feedback_id,date,channel,customer_segment,plan_type,language,message,rating,product_area,sentiment_label,priority,resolved,response_time_hours
FB-00510,2025-02-11,chat,enterprise,free,en,Our team loses hours every week waiting for pages to load. We're on the free plan but still expect basic reliability.,2,performance,negative,medium,True,19.0
FB-00511,2025-05-31,contact_form,agency,free,en,Finding settings and tools is straightforward.,4,usability,positive,high,True,56.0
FB-00512,2025-07-30,contact_form,small_business,pro,es,Nuestro account manager ha sido proactivo y muy útil.,5,support,positive,low,True,13.7
FB-00513,2025-05-14,email,startup,basic,en,Essential features are locked behind the most expensive tier.,2,pricing,negative,medium,True,22.1
FB-00514,2025-04-04,chat,agency,pro,en,Admin accounts lost permissions after the last security update.,2,account_access,negative,critical,False,76.5
FB-00515,2025-04-05,support_ticket,startup,pro,en,Admin accounts lost permissions after the last security update. We upgraded to Pro specifically for better service.,1,account_access,negative,medium,True,22.9
FB-00516,2025-09-13,email,freelancer,enterprise,en,The API returns inconsistent errors with no useful documentation.,1,integrations,negative,high,False,63.3
FB-00517,2025-10-17,email,startup,basic,en,Price is okay for now; we'll reassess at renewal. We're scaling fast and need this resolved quickly.,3,pricing,neutral,medium,True,27.2
FB-00518,2025-11-13,support_ticket,freelancer,enterprise,es,"La sincronización con Salesforce funciona bien y eliminó entrada manual de datos. Como freelancer, esto afecta mucho mi flujo de trabajo.",4,integrations,positive,low,True,16.1
FB-00519,2025-12-13,email,freelancer,enterprise,en,The price increased 40% at renewal with no added value.,1,pricing,negative,low,True,13.3
FB-00520,2025-07-17,support_ticket,enterprise,pro,es,No podemos usar la mitad de las funciones porque tienen errores. Esto impacta a varios departamentos de nuestra organización.,1,features,negative,medium,True,25.8
FB-00521,2025-05-28,email,enterprise,enterprise,es,Las exportaciones programadas a nuestro data warehouse funcionan sin fallos.,5,exports,positive,medium,False,13.6
FB-00522,2025-02-03,email,enterprise,pro,en,We keep clicking the wrong buttons because labels are unclear. This affects multiple departments across our organization.,1,usability,negative,low,False,11.1
FB-00523,2025-04-06,email,small_business,basic,en,Unauthorized access to our workspace was not detected promptly. Our small team depends on this working reliably.,1,account_access,negative,critical,False,84.2
FB-00524,2025-01-02,email,small_business,free,es,La API es funcional aunque los límites de tasa pueden ser restrictivos. Nuestro equipo pequeño depende de que esto funcione bien.,3,integrations,neutral,high,False,84.1
FB-00525,2025-01-15,chat,enterprise,basic,en,The pricing is fair for the value we get from the platform.,5,pricing,positive,low,True,10.0
FB-00526,2025-07-11,chat,enterprise,free,en,The price increased 40% at renewal with no added value. We're on the free plan but still expect basic reliability.,1,pricing,negative,high,True,87.2
FB-00527,2025-01-25,review,enterprise,pro,es,Valoramos el desglose detallado en cada factura. Esto impacta a varios departamentos de nuestra organización.,5,billing,positive,medium,True,15.8
FB-00528,2025-06-11,contact_form,small_business,pro,es,El rendimiento ha sido muy estable incluso en horas pico. Nuestro equipo pequeño depende de que esto funcione bien.,5,performance,positive,high,True,62.5
FB-00529,2025-09-06,nps_survey,startup,pro,es,La sección de facturación es funcional pero no muy intuitiva. Estamos creciendo rápido y necesitamos una solución pronto.,3,billing,neutral,medium,False,12.1
FB-00530,2025-08-02,review,agency,free,en,Live chat support was knowledgeable and friendly. We're on the free plan but still expect basic reliability.,4,support,positive,medium,True,21.9
FB-00531,2025-03-30,contact_form,agency,pro,es,"Podemos exportar datos, pero las exportaciones grandes a veces fallan por tiempo. Gestionamos varias cuentas de clientes y esto nos está frenando.",3,exports,neutral,high,False,40.0
FB-00532,2025-02-10,contact_form,small_business,basic,es,El chat en vivo fue competente y amable.,4,support,positive,low,True,18.7
FB-00533,2025-08-29,support_ticket,agency,free,en,"Billing works fine, though the invoice layout could be clearer. We're on the free plan but still expect basic reliability.",3,billing,neutral,critical,True,49.2
FB-00534,2025-12-10,support_ticket,small_business,basic,es,No puedo restablecer mi contraseña y el soporte no ha ayudado en días. Nuestro equipo pequeño depende de que esto funcione bien.,1,account_access,negative,medium,False,19.1
FB-00535,2025-09-16,email,agency,basic,en,The UI is usable but some menus feel cluttered. We manage several client accounts and this is blocking delivery.,3,usability,neutral,high,True,25.0
FB-00536,2025-02-20,review,agency,free,en,"The cost is reasonable, though we'd like more mid-tier options.",3,pricing,neutral,low,True,17.4
FB-00537,2025-08-06,review,startup,enterprise,en,Page load times are consistently under two seconds for our team.,5,performance,positive,low,True,12.2
FB-00538,2025-02-12,email,agency,free,en,Custom workflows are powerful and flexible.,5,features,positive,medium,True,35.5
FB-00539,2025-02-05,chat,enterprise,basic,en,"The onboarding call helped, but follow-up resources were sparse.",3,onboarding,neutral,low,True,16.8
FB-00540,2025-03-15,contact_form,freelancer,free,es,"Dependemos de exportaciones diarias y han sido 100% confiables. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,exports,positive,medium,True,45.0
FB-00541,2025-03-04,review,agency,enterprise,es,Los artículos del centro de ayuda resolvieron mi duda a la primera.,4,support,positive,low,True,14.8
FB-00542,2025-09-06,nps_survey,agency,enterprise,en,"We got started eventually, but documentation could be better organized. We manage several client accounts and this is blocking delivery.",3,onboarding,neutral,medium,True,12.9
FB-00543,2025-09-13,chat,freelancer,free,es,La interfaz es confusa y nuestro equipo lucha con ella a diario.,2,usability,negative,low,True,15.7
FB-00544,2025-05-31,support_ticket,enterprise,basic,es,"No podemos conectar nuestras herramientas internas porque OAuth falla constantemente. Con el plan básico, esperábamos un soporte más ágil.",1,integrations,negative,critical,False,113.6
FB-00545,2025-08-15,support_ticket,startup,enterprise,en,Our team loses hours every week waiting for pages to load. We're scaling fast and need this resolved quickly.,1,performance,negative,high,False,80.1
FB-00546,2025-02-26,contact_form,enterprise,enterprise,en,We felt supported from signup through first successful workflow.,5,onboarding,positive,low,True,20.8
FB-00547,2025-05-26,email,enterprise,pro,en,Transparent pricing with no hidden fees is a big plus. This affects multiple departments across our organization.,5,pricing,positive,medium,True,22.7
FB-00548,2025-07-02,contact_form,enterprise,pro,en,Features are adequate for now but not a differentiator. This affects multiple departments across our organization.,3,features,neutral,medium,True,17.9
FB-00549,2025-02-28,contact_form,freelancer,pro,es,"El rendimiento ha sido muy estable incluso en horas pico. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,performance,positive,critical,True,126.9
FB-00550,2025-06-12,chat,enterprise,free,en,Promised onboarding support never materialized. We're on the free plan but still expect basic reliability.,1,onboarding,negative,medium,True,35.6
FB-00551,2025-11-11,review,startup,basic,en,API documentation is clear and webhooks fire consistently. We're scaling fast and need this resolved quickly.,5,integrations,positive,high,True,85.0
FB-00552,2025-06-02,support_ticket,startup,free,en,We can't connect our internal tools because OAuth keeps failing.,2,integrations,negative,medium,False,31.1
FB-00553,2025-08-07,email,agency,enterprise,en,"The app runs fine, though dashboards take a few extra seconds. We manage several client accounts and this is blocking delivery.",3,performance,neutral,high,True,83.3
FB-00554,2025-08-01,email,startup,basic,es,El soporte de incorporación prometido nunca llegó. Estamos creciendo rápido y necesitamos una solución pronto.,1,onboarding,negative,high,False,63.4
FB-00555,2025-04-20,support_ticket,agency,enterprise,en,We can't connect our internal tools because OAuth keeps failing. We manage several client accounts and this is blocking delivery.,2,integrations,negative,critical,False,150.3
FB-00556,2025-03-17,chat,startup,enterprise,en,My subscription renewed without warning and I can't get a refund. We're scaling fast and need this resolved quickly.,2,billing,negative,high,True,55.3
FB-00557,2025-05-27,nps_survey,enterprise,pro,en,We've experienced severe timeouts during business-critical operations. This affects multiple departments across our organization.,2,performance,negative,high,True,32.2
FB-00558,2025-08-05,review,agency,enterprise,en,The pricing is fair for the value we get from the platform. We manage several client accounts and this is blocking delivery.,4,pricing,positive,medium,True,39.6
FB-00559,2025-01-11,nps_survey,freelancer,enterprise,en,"The UI is usable but some menus feel cluttered. As enterprise customers, we expect priority handling.",3,usability,neutral,medium,True,42.7
FB-00560,2025-02-27,chat,small_business,basic,en,The app crashes constantly when loading large reports.,2,performance,negative,high,False,42.1
FB-00561,2025-10-27,support_ticket,startup,pro,en,We notice minor delays during busy hours but nothing critical.,3,performance,neutral,critical,False,74.2
FB-00562,2025-09-09,support_ticket,startup,free,en,We understand the pricing model but wish add-ons were clearer. We're on the free plan but still expect basic reliability.,3,pricing,neutral,medium,True,27.0
FB-00563,2025-01-11,review,startup,pro,es,La interfaz es confusa y nuestro equipo lucha con ella a diario.,2,usability,negative,medium,True,39.6
FB-00564,2025-10-01,review,startup,free,es,El asistente de configuración hizo todo muy sencillo.,5,onboarding,positive,low,True,23.5
FB-00565,2025-11-20,nps_survey,small_business,enterprise,es,Nuestro account manager ha sido proactivo y muy útil.,5,support,positive,low,True,21.1
FB-00566,2025-12-24,chat,freelancer,basic,es,El equipo abandonó la configuración tras varios callejones sin salida.,2,onboarding,negative,medium,False,37.5
FB-00567,2025-11-25,chat,small_business,enterprise,es,Mi suscripción se renovó sin aviso y no puedo obtener un reembolso. Nuestro equipo pequeño depende de que esto funcione bien.,1,billing,negative,high,True,65.5
FB-00568,2025-06-13,support_ticket,small_business,enterprise,en,Most integrations are stable; a few need periodic reauthorization.,3,integrations,neutral,high,True,73.5
FB-00569,2025-07-21,nps_survey,startup,basic,en,Support quality varies depending on who handles the ticket.,3,support,neutral,low,True,22.9
FB-00570,2025-05-15,email,enterprise,basic,en,Every support interaction feels like starting from scratch. This affects multiple departments across our organization.,2,support,negative,high,False,34.7
FB-00571,2025-08-21,nps_survey,agency,enterprise,en,Multi-factor authentication setup was straightforward. We manage several client accounts and this is blocking delivery.,5,account_access,positive,low,True,21.0
FB-00572,2025-11-04,nps_survey,enterprise,basic,es,"Las exportaciones programadas a nuestro data warehouse funcionan sin fallos. Con el plan básico, esperábamos un soporte más ágil.",5,exports,positive,low,True,11.0
FB-00573,2025-07-09,review,enterprise,basic,en,The annual discount made upgrading an easy decision. This affects multiple departments across our organization.,5,pricing,positive,low,True,23.4
FB-00574,2025-02-07,chat,agency,pro,es,Nos dejaron solos tras el registro sin pasos claros a seguir. Pasamos al plan Pro justamente por un mejor servicio.,2,onboarding,negative,high,True,49.5
FB-00575,2025-05-10,email,freelancer,free,es,"Un acceso no autorizado a nuestro workspace no fue detectado a tiempo. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,account_access,negative,critical,False,164.2
FB-00576,2025-06-23,email,agency,enterprise,en,Finding settings and tools is straightforward. We manage several client accounts and this is blocking delivery.,4,usability,positive,low,True,5.1
FB-00577,2025-08-09,support_ticket,startup,pro,es,"El diseño está bien en general, aunque algunos flujos se sienten antiguos. Pasamos al plan Pro justamente por un mejor servicio.",3,usability,neutral,medium,True,45.1
FB-00578,2025-10-12,email,enterprise,basic,en,Usability is decent; some actions require too many clicks. This affects multiple departments across our organization.,3,usability,neutral,low,True,7.1
FB-00579,2025-09-11,support_ticket,enterprise,free,es,La interfaz es confusa y nuestro equipo lucha con ella a diario. Esto impacta a varios departamentos de nuestra organización.,2,usability,negative,high,False,57.0
FB-00580,2025-05-26,support_ticket,freelancer,basic,en,Important actions are buried under too many nested menus.,2,usability,negative,low,True,16.6
FB-00581,2025-08-02,review,agency,basic,en,Invoices are clear and payments process without issues. We manage several client accounts and this is blocking delivery.,5,billing,positive,medium,True,21.1
FB-00582,2025-06-15,nps_survey,agency,free,en,"The app runs fine, though dashboards take a few extra seconds. We manage several client accounts and this is blocking delivery.",3,performance,neutral,high,True,75.0
FB-00583,2025-01-23,chat,freelancer,pro,en,"Competitors offer similar features at half the cost. As a freelancer, this matters a lot to my workflow.",2,pricing,negative,medium,False,46.3
FB-00584,2025-01-29,email,startup,pro,en,Invoices are clear and payments process without issues.,4,billing,positive,high,True,41.3
FB-00585,2025-11-28,chat,enterprise,pro,es,Los artículos del centro de ayuda resolvieron mi duda a la primera. Esto impacta a varios departamentos de nuestra organización.,5,support,positive,low,True,19.7
FB-00586,2025-09-20,nps_survey,freelancer,pro,es,Las cuentas de admin perdieron permisos tras la última actualización de seguridad.,1,account_access,negative,medium,True,24.9
FB-00587,2025-01-21,chat,enterprise,free,en,I can't reset my password and support hasn't helped in days.,2,account_access,negative,medium,False,45.2
FB-00588,2025-02-10,email,enterprise,enterprise,en,We can't connect our internal tools because OAuth keeps failing. This affects multiple departments across our organization.,2,integrations,negative,medium,True,20.0
FB-00589,2025-01-24,review,agency,free,en,The pricing is fair for the value we get from the platform.,5,pricing,positive,medium,True,40.5
FB-00590,2025-12-05,nps_survey,freelancer,free,en,"Reports generate quickly even with large datasets. As a freelancer, this matters a lot to my workflow.",4,performance,positive,high,True,30.0
FB-00591,2025-06-24,contact_form,enterprise,pro,es,Los permisos por rol nos dan el control que necesitamos. Esto impacta a varios departamentos de nuestra organización.,4,account_access,positive,high,False,42.7
FB-00592,2025-01-07,contact_form,enterprise,free,en,Salesforce sync works reliably and saved us manual data entry.,5,integrations,positive,low,True,18.4
FB-00593,2025-12-20,contact_form,agency,pro,en,SSO works most of the time with occasional hiccups. We upgraded to Pro specifically for better service.,3,account_access,neutral,critical,True,70.9
FB-00594,2025-11-29,support_ticket,small_business,enterprise,en,Every support interaction feels like starting from scratch.,2,support,negative,high,False,37.7
FB-00595,2025-03-27,nps_survey,freelancer,free,en,"It works once you learn where things are, but there's a learning curve.",3,usability,neutral,medium,True,8.8
FB-00596,2025-06-20,chat,enterprise,free,en,We've waited over a week with no response from support. This affects multiple departments across our organization.,2,support,negative,medium,True,24.6
FB-00597,2025-09-07,chat,startup,free,es,Un acceso no autorizado a nuestro workspace no fue detectado a tiempo.,2,account_access,negative,critical,False,146.0
FB-00598,2025-10-11,chat,enterprise,pro,es,"La facturación funciona bien, aunque el diseño de facturas podría mejorar. Esto impacta a varios departamentos de nuestra organización.",3,billing,neutral,high,False,88.0
FB-00599,2025-03-24,support_ticket,enterprise,free,es,No podemos usar la mitad de las funciones porque tienen errores.,1,features,negative,medium,True,31.5
FB-00600,2025-05-31,contact_form,enterprise,basic,es,El SSO funciona la mayoría del tiempo con fallos ocasionales.,3,account_access,neutral,critical,False,136.2
FB-00601,2025-12-08,chat,startup,free,en,We keep clicking the wrong buttons because labels are unclear. We're scaling fast and need this resolved quickly.,1,usability,negative,high,False,31.3
FB-00602,2025-01-10,chat,small_business,free,es,No podemos exportar datos históricos más allá de 30 días en nuestro plan.,1,exports,negative,medium,False,43.8
FB-00603,2025-03-03,support_ticket,agency,basic,es,El módulo de reportes carece de filtros básicos que usamos a diario.,2,features,negative,medium,False,38.8
FB-00604,2025-12-28,email,agency,free,es,La interfaz es usable pero algunos menús se sienten saturados.,3,usability,neutral,high,True,84.6
FB-00605,2025-09-17,support_ticket,freelancer,free,es,"Todo el equipo quedó bloqueado dos días sin explicación. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,account_access,negative,high,True,50.0
FB-00606,2025-03-20,contact_form,enterprise,free,es,Los formatos de exportación son flexibles y fáciles de automatizar. Esto impacta a varios departamentos de nuestra organización.,4,exports,positive,medium,True,25.6
FB-00607,2025-05-27,chat,enterprise,pro,es,Mi suscripción se renovó sin aviso y no puedo obtener un reembolso. Esto impacta a varios departamentos de nuestra organización.,1,billing,negative,high,False,50.0
FB-00608,2025-08-08,contact_form,small_business,basic,en,Zapier integration connected our stack in under an hour.,5,integrations,positive,medium,True,35.3
FB-00609,2025-02-13,support_ticket,agency,free,es,El total de la factura no coincide con lo acordado al pagar. Gestionamos varias cuentas de clientes y esto nos está frenando.,2,billing,negative,critical,False,55.4
FB-00610,2025-08-03,support_ticket,freelancer,pro,en,We keep clicking the wrong buttons because labels are unclear.,2,usability,negative,high,False,46.6
FB-00611,2025-12-25,nps_survey,agency,basic,en,The annual discount made upgrading an easy decision. We manage several client accounts and this is blocking delivery.,4,pricing,positive,high,True,80.8
FB-00612,2025-06-04,contact_form,enterprise,basic,es,"Las funciones principales funcionan bien, pero las avanzadas son limitadas. Esto impacta a varios departamentos de nuestra organización.",3,features,neutral,high,True,76.2
FB-00613,2025-02-17,contact_form,startup,basic,es,Las entregas por webhook fallan al azar y perdemos eventos críticos.,1,integrations,negative,critical,True,143.6
FB-00614,2025-01-31,email,agency,free,es,Entendemos el modelo de precios pero los add-ons podrían ser más claros. Gestionamos varias cuentas de clientes y esto nos está frenando.,3,pricing,neutral,medium,True,13.0
FB-00615,2025-06-23,contact_form,freelancer,enterprise,en,Export jobs fail silently and we only discover it days later.,2,exports,negative,medium,False,33.1
FB-00616,2025-07-13,email,startup,basic,es,Cada interacción con soporte parece empezar desde cero. Estamos creciendo rápido y necesitamos una solución pronto.,1,support,negative,medium,True,39.1
FB-00617,2025-02-01,chat,freelancer,free,es,Nos sentimos acompañados desde el registro hasta el primer flujo exitoso.,5,onboarding,positive,medium,True,29.1
FB-00618,2025-11-22,email,agency,enterprise,en,Promised onboarding support never materialized.,2,onboarding,negative,high,False,54.0
FB-00619,2025-12-27,review,enterprise,basic,en,The interface is very intuitive; I configured everything in minutes.,4,usability,positive,medium,True,30.4
FB-00620,2025-01-21,support_ticket,startup,pro,en,Onboarding documentation is outdated and contradicts the actual UI. We're scaling fast and need this resolved quickly.,1,onboarding,negative,low,True,8.5
FB-00621,2025-06-06,support_ticket,enterprise,free,es,La experiencia móvil es casi inutilizable para nuestro equipo de campo. Esto impacta a varios departamentos de nuestra organización.,2,usability,negative,high,True,32.8
FB-00622,2025-10-17,nps_survey,agency,pro,en,Payment reminders are helpful and never feel intrusive.,5,billing,positive,medium,True,32.2
FB-00623,2025-06-16,review,enterprise,basic,es,Las exportaciones CSV son rápidas e incluyen todos los campos que necesitamos.,5,exports,positive,medium,True,23.8
FB-00624,2025-12-29,email,freelancer,basic,en,CSV exports are fast and include all the fields we need.,5,exports,positive,medium,True,13.0
FB-00625,2025-09-01,email,freelancer,basic,es,"El inicio de sesión SSO funciona sin problemas en toda la organización. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,account_access,positive,medium,True,8.8
FB-00626,2025-07-25,review,agency,pro,en,SSO login works seamlessly across our entire organization.,4,account_access,positive,medium,True,9.0
FB-00627,2025-05-27,email,freelancer,basic,es,"El costo es razonable, aunque nos gustarían más opciones intermedias. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,pricing,neutral,low,True,5.4
FB-00628,2025-01-14,chat,startup,basic,en,I was charged twice this month and support hasn't responded. We're scaling fast and need this resolved quickly.,1,billing,negative,high,True,88.3
FB-00629,2025-09-10,nps_survey,small_business,basic,en,"Reports generate quickly even with large datasets. Given our basic plan, we hoped for smoother support.",4,performance,positive,low,True,3.4
FB-00630,2025-05-07,support_ticket,agency,free,es,Cada interacción con soporte parece empezar desde cero. Gestionamos varias cuentas de clientes y esto nos está frenando.,1,support,negative,high,True,69.8
FB-00631,2025-10-03,review,small_business,basic,es,La usabilidad es decente; algunas acciones requieren demasiados clics.,3,usability,neutral,medium,True,40.5
FB-00632,2025-11-03,email,enterprise,pro,es,"El diseño está bien en general, aunque algunos flujos se sienten antiguos.",3,usability,neutral,low,True,15.9
FB-00633,2025-06-03,email,agency,free,en,The price increased 40% at renewal with no added value. We manage several client accounts and this is blocking delivery.,1,pricing,negative,low,True,14.2
FB-00634,2025-11-22,nps_survey,startup,pro,en,The team closed our ticket without actually fixing the problem.,1,support,negative,high,False,47.2
FB-00635,2025-11-08,review,small_business,free,en,Multi-factor authentication setup was straightforward. Our small team depends on this working reliably.,4,account_access,positive,medium,True,30.2
FB-00636,2025-12-10,contact_form,freelancer,free,en,Promised onboarding support never materialized.,2,onboarding,negative,medium,False,22.3
FB-00637,2025-08-16,review,startup,basic,es,"La facturación funciona bien, aunque el diseño de facturas podría mejorar. Estamos creciendo rápido y necesitamos una solución pronto.",3,billing,neutral,medium,True,19.2
FB-00638,2025-04-30,contact_form,startup,basic,es,"Notamos demoras menores en horas pico pero nada crítico. Con el plan básico, esperábamos un soporte más ágil.",3,performance,neutral,critical,False,132.5
FB-00639,2025-03-29,email,startup,enterprise,es,La documentación es útil aunque a veces está desactualizada.,3,support,neutral,low,True,14.4
FB-00640,2025-09-25,support_ticket,agency,basic,es,El rendimiento empeoró notablemente tras la última actualización. Gestionamos varias cuentas de clientes y esto nos está frenando.,2,performance,negative,medium,False,35.7
FB-00641,2025-11-25,email,freelancer,enterprise,es,"Nuestra integración con el CRM se rompió tras el último release y los datos están desincronizados. Como clientes enterprise, esperamos atención prioritaria.",2,integrations,negative,critical,False,62.6
FB-00642,2025-01-25,email,freelancer,basic,es,No podemos usar la mitad de las funciones porque tienen errores.,1,features,negative,medium,True,21.4
FB-00643,2025-03-26,email,small_business,basic,en,The team closed our ticket without actually fixing the problem. Our small team depends on this working reliably.,2,support,negative,low,True,12.6
FB-00644,2025-08-31,support_ticket,small_business,free,en,The reporting module lacks basic filters we need daily.,2,features,negative,high,False,41.0
FB-00645,2025-10-24,support_ticket,freelancer,enterprise,es,"Todo el equipo quedó bloqueado dos días sin explicación. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,account_access,negative,high,True,46.6
FB-00646,2025-06-04,contact_form,enterprise,free,es,Encontrar ajustes y herramientas es sencillo. Esto impacta a varios departamentos de nuestra organización.,5,usability,positive,low,True,8.5
FB-00647,2025-08-21,chat,small_business,free,en,Unauthorized access to our workspace was not detected promptly.,2,account_access,negative,critical,True,126.1
FB-00648,2025-02-25,contact_form,agency,basic,en,Exported files are missing critical columns we need for compliance. We manage several client accounts and this is blocking delivery.,2,exports,negative,medium,True,41.6
FB-00649,2025-11-14,email,enterprise,enterprise,es,La integración con Zapier conectó nuestro stack en menos de una hora. Esto impacta a varios departamentos de nuestra organización.,4,integrations,positive,medium,True,13.1
FB-00650,2025-03-17,email,agency,basic,en,Competitors shipped these features months ago. We manage several client accounts and this is blocking delivery.,1,features,negative,medium,True,8.3
FB-00651,2025-08-05,email,agency,free,en,The mobile experience is nearly unusable for our field staff. We manage several client accounts and this is blocking delivery.,1,usability,negative,low,False,19.3
FB-00652,2025-10-24,nps_survey,enterprise,pro,es,Los formatos de exportación son flexibles y fáciles de automatizar.,4,exports,positive,medium,True,39.6
FB-00653,2025-11-16,support_ticket,small_business,enterprise,es,Mi suscripción se renovó sin aviso y no puedo obtener un reembolso. Nuestro equipo pequeño depende de que esto funcione bien.,2,billing,negative,high,False,47.9
FB-00654,2025-01-06,contact_form,freelancer,pro,en,"Onboarding was fine but took longer than the sales demo suggested. As a freelancer, this matters a lot to my workflow.",3,onboarding,neutral,low,True,5.1
FB-00655,2025-01-16,chat,startup,free,es,"El login es confiable, aunque los correos de restablecimiento tardan. Estamos creciendo rápido y necesitamos una solución pronto.",3,account_access,neutral,critical,True,154.2
FB-00656,2025-04-01,contact_form,small_business,free,en,API documentation is clear and webhooks fire consistently. We're on the free plan but still expect basic reliability.,5,integrations,positive,medium,True,39.5
FB-00657,2025-07-10,support_ticket,small_business,pro,es,La documentación es útil aunque a veces está desactualizada.,3,support,neutral,low,False,21.4
FB-00658,2025-04-09,contact_form,small_business,basic,en,"Finding settings and tools is straightforward. Given our basic plan, we hoped for smoother support.",5,usability,positive,high,True,90.3
FB-00659,2025-05-07,email,small_business,pro,en,Our CRM integration broke after the latest release and data is out of sync. We upgraded to Pro specifically for better service.,1,integrations,negative,high,False,66.1
FB-00660,2025-03-27,chat,agency,free,en,We notice minor delays during busy hours but nothing critical.,3,performance,neutral,critical,False,107.8
FB-00661,2025-08-31,chat,enterprise,enterprise,en,Some promised roadmap items still haven't shipped.,3,features,neutral,medium,True,34.0
FB-00662,2025-04-22,review,small_business,enterprise,es,Nuestro account manager ha sido proactivo y muy útil. Nuestro equipo pequeño depende de que esto funcione bien.,5,support,positive,low,True,20.5
FB-00663,2025-09-23,nps_survey,startup,enterprise,en,The UX feels modern and thoughtfully designed. We're scaling fast and need this resolved quickly.,4,usability,positive,medium,True,21.5
FB-00664,2025-05-20,chat,enterprise,pro,en,Promised onboarding support never materialized. This affects multiple departments across our organization.,1,onboarding,negative,medium,True,11.0
FB-00665,2025-04-27,support_ticket,freelancer,pro,en,"Integrations work for common tools but niche connectors are missing. As a freelancer, this matters a lot to my workflow.",3,integrations,neutral,high,True,63.3
FB-00666,2025-12-28,nps_survey,startup,basic,es,Las nuevas funciones encajan bien con lo que realmente necesitamos.,5,features,positive,low,True,2.2
FB-00667,2025-10-24,nps_survey,enterprise,enterprise,es,Las funciones de automatización nos ahorran varias horas cada semana.,5,features,positive,medium,True,23.9
FB-00668,2025-08-25,review,agency,enterprise,es,"Obtuvimos respuesta, pero tuvimos que insistir dos veces. Como clientes enterprise, esperamos atención prioritaria.",3,support,neutral,medium,True,38.8
FB-00669,2025-07-11,contact_form,agency,free,en,PDF exports are readable though formatting could improve. We're on the free plan but still expect basic reliability.,3,exports,neutral,medium,False,8.4
FB-00670,2025-12-20,contact_form,enterprise,enterprise,en,We can't use half the features because they're buggy. This affects multiple departments across our organization.,1,features,negative,medium,False,44.9
FB-00671,2025-07-15,review,agency,enterprise,en,"The reporting module lacks basic filters we need daily. As enterprise customers, we expect priority handling.",1,features,negative,medium,True,21.2
FB-00672,2025-01-17,chat,freelancer,basic,en,"Competitors offer similar features at half the cost. As a freelancer, this matters a lot to my workflow.",1,pricing,negative,low,False,10.5
FB-00673,2025-09-23,review,freelancer,pro,es,"La integración con Slack mantiene al equipo sincronizado sin cambiar de contexto. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,integrations,positive,low,True,5.5
FB-00674,2025-04-16,support_ticket,freelancer,enterprise,es,"El asistente de configuración hizo todo muy sencillo. Como clientes enterprise, esperamos atención prioritaria.",5,onboarding,positive,medium,True,14.4
FB-00675,2025-04-14,email,enterprise,pro,en,Our entire team was locked out for two days with no explanation.,2,account_access,negative,medium,True,17.9
FB-00676,2025-02-16,nps_survey,agency,free,en,We can't export historical data beyond 30 days on our plan.,1,exports,negative,medium,False,39.7
FB-00677,2025-08-23,chat,small_business,enterprise,es,"Seguimos pulsando botones incorrectos porque las etiquetas no son claras. Como clientes enterprise, esperamos atención prioritaria.",2,usability,negative,medium,True,45.8
FB-00678,2025-12-08,review,agency,pro,en,The interface is confusing and our team struggles daily.,1,usability,negative,medium,True,47.7
FB-00679,2025-07-29,email,freelancer,pro,en,"The analytics module exceeded our expectations. As a freelancer, this matters a lot to my workflow.",4,features,positive,low,True,2.6
FB-00680,2025-07-23,contact_form,enterprise,basic,en,Exported files are missing critical columns we need for compliance. This affects multiple departments across our organization.,1,exports,negative,medium,False,21.1
FB-00681,2025-08-13,contact_form,agency,basic,en,"PDF exports are readable though formatting could improve. Given our basic plan, we hoped for smoother support.",3,exports,neutral,low,True,20.4
FB-00682,2025-02-09,email,enterprise,basic,en,"The pricing is fair for the value we get from the platform. Given our basic plan, we hoped for smoother support.",5,pricing,positive,low,True,2.8
FB-00683,2025-07-19,contact_form,agency,free,en,"We can export data, but large exports sometimes time out. We manage several client accounts and this is blocking delivery.",3,exports,neutral,medium,True,9.9
FB-00684,2025-02-16,chat,small_business,basic,en,We've waited over a week with no response from support. Our small team depends on this working reliably.,2,support,negative,medium,True,15.7
FB-00685,2025-01-23,contact_form,small_business,basic,es,Los reportes se generan rápido incluso con grandes volúmenes de datos.,4,performance,positive,high,True,69.0
FB-00686,2025-07-02,email,small_business,free,en,"We got started eventually, but documentation could be better organized. Our small team depends on this working reliably.",3,onboarding,neutral,low,True,9.0
FB-00687,2025-01-23,chat,startup,pro,en,"Support eventually helped, but it took longer than expected.",3,support,neutral,low,True,13.0
FB-00688,2025-11-20,support_ticket,freelancer,pro,es,Un acceso no autorizado a nuestro workspace no fue detectado a tiempo.,2,account_access,negative,medium,True,33.4
FB-00689,2025-07-15,contact_form,freelancer,enterprise,es,Las exportaciones programadas a nuestro data warehouse funcionan sin fallos.,4,exports,positive,low,True,18.7
FB-00690,2025-01-31,support_ticket,agency,free,en,"Setup steps are clear, though some defaults needed manual tweaking. We manage several client accounts and this is blocking delivery.",3,onboarding,neutral,high,True,34.9
