feedback_id,date,channel,customer_segment,plan_type,language,message,rating,product_area,sentiment_label,priority,resolved,response_time_hours,clean_message,message_length,word_count,month,is_negative,is_positive,is_critical,is_high_priority,is_unresolved,is_unresolved_critical
FB-00469,2025-10-16,nps_survey,agency,pro,en,We appreciate the detailed breakdown on every invoice. We manage several client accounts and this is blocking delivery.,5,billing,positive,high,True,27.7,we appreciate the detailed breakdown on every invoice we manage several client accounts and this is blocking delivery,117,18,10,False,True,False,True,False,False
FB-00470,2025-03-06,nps_survey,enterprise,free,en,Access controls work but admin settings are hard to find. We're on the free plan but still expect basic reliability.,3,account_access,neutral,low,True,8.2,access controls work but admin settings are hard to find we re on the free plan but still expect basic reliability,114,21,3,False,False,False,False,False,False
FB-00471,2025-12-04,nps_survey,agency,basic,en,Reports generate quickly even with large datasets. We manage several client accounts and this is blocking delivery.,4,performance,positive,high,False,41.0,reports generate quickly even with large datasets we manage several client accounts and this is blocking delivery,113,17,12,False,True,False,True,True,False
FB-00472,2025-11-01,review,freelancer,basic,en,"Payments go through, but I'd like more payment method options.",3,billing,neutral,medium,True,23.3,payments go through but i d like more payment method options,60,11,11,False,False,False,False,False,False
FB-00473,2025-11-25,contact_form,startup,free,en,"Design is fine overall, though a few flows feel outdated. We're on the free plan but still expect basic reliability.",3,usability,neutral,low,True,10.8,design is fine overall though a few flows feel outdated we re on the free plan but still expect basic reliability,113,21,11,False,False,False,False,False,False
FB-00474,2025-05-15,nps_survey,enterprise,enterprise,en,Salesforce sync works reliably and saved us manual data entry.,4,integrations,positive,medium,True,23.3,salesforce sync works reliably and saved us manual data entry,61,10,5,False,True,False,False,False,False
FB-00475,2025-08-10,nps_survey,agency,pro,en,The invoice total doesn't match what I agreed to at checkout. We manage several client accounts and this is blocking delivery.,1,billing,negative,medium,True,34.2,the invoice total doesn t match what i agreed to at checkout we manage several client accounts and this is blocking delivery,124,22,8,True,False,False,False,False,False
FB-00476,2025-09-24,chat,agency,basic,en,The team closed our ticket without actually fixing the problem.,1,support,negative,high,True,24.6,the team closed our ticket without actually fixing the problem,62,10,9,True,False,False,True,False,False
FB-00477,2025-04-23,support_ticket,enterprise,pro,en,Performance has been rock solid even during peak usage. This affects multiple departments across our organization.,4,performance,positive,medium,True,10.3,performance has been rock solid even during peak usage this affects multiple departments across our organization,112,16,4,False,True,False,False,False,False
FB-00478,2025-11-06,email,freelancer,free,es,"Cada interacción con soporte parece empezar desde cero. Como freelancer, esto afecta mucho mi flujo de trabajo.",2,support,negative,high,False,81.8,cada interacción con soporte parece empezar desde cero como freelancer esto afecta mucho mi flujo de trabajo,108,17,11,True,False,False,True,True,False
FB-00479,2025-11-24,review,enterprise,free,es,Seguimos pulsando botones incorrectos porque las etiquetas no son claras. Estamos en el plan gratuito pero esperamos un mínimo de estabilidad.,1,usability,negative,medium,False,38.8,seguimos pulsando botones incorrectos porque las etiquetas no son claras estamos en el plan gratuito pero esperamos un mínimo de estabilidad,140,21,11,True,False,False,False,True,False
FB-00480,2025-07-18,nps_survey,freelancer,enterprise,en,"Performance has been rock solid even during peak usage. As enterprise customers, we expect priority handling.",5,performance,positive,medium,True,10.8,performance has been rock solid even during peak usage as enterprise customers we expect priority handling,106,16,7,False,True,False,False,False,False
FB-00481,2025-10-04,review,freelancer,basic,en,"Usability is decent; some actions require too many clicks. As a freelancer, this matters a lot to my workflow.",3,usability,neutral,medium,True,44.5,usability is decent some actions require too many clicks as a freelancer this matters a lot to my workflow,106,19,10,False,False,False,False,False,False
FB-00482,2025-08-17,contact_form,agency,pro,en,Invoices are clear and payments process without issues. We upgraded to Pro specifically for better service.,5,billing,positive,low,True,16.6,invoices are clear and payments process without issues we upgraded to pro specifically for better service,105,16,8,False,True,False,False,False,False
FB-00483,2025-09-21,nps_survey,agency,free,en,The analytics module exceeded our expectations.,5,features,positive,high,False,29.0,the analytics module exceeded our expectations,46,6,9,False,True,False,True,True,False
FB-00484,2025-06-20,review,agency,pro,en,Export formats are flexible and easy to automate. We manage several client accounts and this is blocking delivery.,5,exports,positive,low,True,4.0,export formats are flexible and easy to automate we manage several client accounts and this is blocking delivery,112,18,6,False,True,False,False,False,False
FB-00485,2025-11-28,email,enterprise,pro,en,The reporting module lacks basic filters we need daily. This affects multiple departments across our organization.,1,features,negative,low,True,6.2,the reporting module lacks basic filters we need daily this affects multiple departments across our organization,112,16,11,True,False,False,False,False,False
FB-00486,2025-02-13,contact_form,startup,enterprise,en,"We notice minor delays during busy hours but nothing critical. As enterprise customers, we expect priority handling.",3,performance,neutral,high,True,75.8,we notice minor delays during busy hours but nothing critical as enterprise customers we expect priority handling,113,17,2,False,False,False,True,False,False
FB-00487,2025-09-13,email,agency,pro,en,"The onboarding call helped, but follow-up resources were sparse. We upgraded to Pro specifically for better service.",3,onboarding,neutral,low,True,9.4,the onboarding call helped but follow up resources were sparse we upgraded to pro specifically for better service,113,18,9,False,False,False,False,False,False
FB-00488,2025-12-14,contact_form,agency,enterprise,en,"Page load times are consistently under two seconds for our team. As enterprise customers, we expect priority handling.",4,performance,positive,medium,True,27.6,page load times are consistently under two seconds for our team as enterprise customers we expect priority handling,115,18,12,False,True,False,False,False,False
FB-00489,2025-03-30,support_ticket,small_business,free,en,Our entire team was locked out for two days with no explanation.,1,account_access,negative,medium,True,41.4,our entire team was locked out for two days with no explanation,63,12,3,True,False,False,False,False,False
FB-00490,2025-02-02,support_ticket,agency,basic,en,We've experienced severe timeouts during business-critical operations. We manage several client accounts and this is blocking delivery.,2,performance,negative,medium,False,35.1,we ve experienced severe timeouts during business critical operations we manage several client accounts and this is blocking delivery,133,19,2,True,False,False,False,True,False
FB-00491,2025-01-24,nps_survey,startup,basic,es,Los permisos por rol nos dan el control que necesitamos. Estamos creciendo rápido y necesitamos una solución pronto.,4,account_access,positive,medium,True,24.6,los permisos por rol nos dan el control que necesitamos estamos creciendo rápido y necesitamos una solución pronto,114,18,1,False,True,False,False,False,False
FB-00492,2025-03-10,contact_form,agency,free,es,La interfaz es usable pero algunos menús se sienten saturados.,3,usability,neutral,medium,True,14.3,la interfaz es usable pero algunos menús se sienten saturados,61,10,3,False,False,False,False,False,False
FB-00493,2025-08-02,chat,freelancer,pro,es,Los recordatorios de pago son útiles y no resultan molestos. Pasamos al plan Pro justamente por un mejor servicio.,5,billing,positive,low,True,11.1,los recordatorios de pago son útiles y no resultan molestos pasamos al plan pro justamente por un mejor servicio,112,19,8,False,True,False,False,False,False
FB-00494,2025-11-18,review,enterprise,free,en,Invoices are acceptable; nothing stands out as exceptional. This affects multiple departments across our organization.,3,billing,neutral,high,True,41.0,invoices are acceptable nothing stands out as exceptional this affects multiple departments across our organization,115,15,11,False,False,False,True,False,False
FB-00495,2025-08-26,support_ticket,agency,basic,es,Hemos tenido timeouts severos durante operaciones críticas. Gestionamos varias cuentas de clientes y esto nos está frenando.,1,performance,negative,high,False,73.3,hemos tenido timeouts severos durante operaciones críticas gestionamos varias cuentas de clientes y esto nos está frenando,122,17,8,True,False,False,True,True,False
FB-00496,2025-11-27,chat,freelancer,free,en,"The mobile experience is nearly unusable for our field staff. As a freelancer, this matters a lot to my workflow.",1,usability,negative,high,True,82.0,the mobile experience is nearly unusable for our field staff as a freelancer this matters a lot to my workflow,110,20,11,True,False,False,True,False,False
FB-00497,2025-01-15,chat,small_business,basic,en,"Payment reminders are helpful and never feel intrusive. Given our basic plan, we hoped for smoother support.",4,billing,positive,critical,False,117.6,payment reminders are helpful and never feel intrusive given our basic plan we hoped for smoother support,105,17,1,False,True,True,False,True,True
FB-00498,2025-04-27,chat,freelancer,pro,es,"Las funciones principales funcionan bien, pero las avanzadas son limitadas. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,features,neutral,low,True,6.4,las funciones principales funcionan bien pero las avanzadas son limitadas como freelancer esto afecta mucho mi flujo de trabajo,127,19,4,False,False,False,False,False,False
FB-00499,2025-04-21,review,enterprise,basic,en,Multi-factor authentication setup was straightforward. This affects multiple departments across our organization.,5,account_access,positive,medium,True,15.8,multi factor authentication setup was straightforward this affects multiple departments across our organization,111,13,4,False,True,False,False,False,False
FB-00500,2025-05-24,nps_survey,freelancer,free,en,"Every support interaction feels like starting from scratch. As a freelancer, this matters a lot to my workflow.",1,support,negative,medium,True,38.4,every support interaction feels like starting from scratch as a freelancer this matters a lot to my workflow,108,18,5,True,False,False,False,False,False
FB-00501,2025-10-23,review,agency,basic,es,Las cuentas de admin perdieron permisos tras la última actualización de seguridad. Gestionamos varias cuentas de clientes y esto nos está frenando.,2,account_access,negative,medium,True,47.8,las cuentas de admin perdieron permisos tras la última actualización de seguridad gestionamos varias cuentas de clientes y esto nos está frenando,145,22,10,True,False,False,False,False,False
FB-00502,2025-05-07,email,enterprise,basic,es,No podemos exportar datos históricos más allá de 30 días en nuestro plan. Esto impacta a varios departamentos de nuestra organización.,1,exports,negative,medium,False,45.9,no podemos exportar datos históricos más allá de 30 días en nuestro plan esto impacta a varios departamentos de nuestra organización,132,21,5,True,False,False,False,True,False
FB-00503,2025-08-06,email,agency,free,es,El soporte de incorporación prometido nunca llegó.,2,onboarding,negative,medium,True,17.6,el soporte de incorporación prometido nunca llegó,49,7,8,True,False,False,False,False,False
FB-00504,2025-09-03,email,freelancer,free,en,"Our team gave up on setup after hitting multiple dead ends. As a freelancer, this matters a lot to my workflow.",1,onboarding,negative,medium,True,31.3,our team gave up on setup after hitting multiple dead ends as a freelancer this matters a lot to my workflow,108,21,9,True,False,False,False,False,False
FB-00505,2025-07-09,chat,enterprise,basic,en,"We keep clicking the wrong buttons because labels are unclear. Given our basic plan, we hoped for smoother support.",2,usability,negative,high,True,73.7,we keep clicking the wrong buttons because labels are unclear given our basic plan we hoped for smoother support,112,19,7,True,False,False,True,False,False
FB-00506,2025-12-17,email,agency,basic,es,"La incorporación fue fluida y el equipo fue productivo en un día. Con el plan básico, esperábamos un soporte más ágil.",5,onboarding,positive,medium,True,44.4,la incorporación fue fluida y el equipo fue productivo en un día con el plan básico esperábamos un soporte más ágil,115,21,12,False,True,False,False,False,False
FB-00507,2025-07-07,nps_survey,enterprise,free,en,Performance degraded sharply after the last update. This affects multiple departments across our organization.,2,performance,negative,high,True,75.1,performance degraded sharply after the last update this affects multiple departments across our organization,108,14,7,True,False,False,True,False,False
FB-00508,2025-10-25,review,freelancer,enterprise,es,Las nuevas funciones encajan bien con lo que realmente necesitamos.,4,features,positive,low,True,13.1,las nuevas funciones encajan bien con lo que realmente necesitamos,66,10,10,False,True,False,False,False,False
FB-00509,2025-09-14,chat,enterprise,enterprise,en,"Performance is acceptable most days, with occasional slowdowns.",3,performance,neutral,high,False,88.8,performance is acceptable most days with occasional slowdowns,61,8,9,False,False,False,True,True,False
FB-00510,2025-02-11,chat,enterprise,free,en,Our team loses hours every week waiting for pages to load. We're on the free plan but still expect basic reliability.,2,performance,negative,medium,True,19.0,our team loses hours every week waiting for pages to load we re on the free plan but still expect basic reliability,115,22,2,True,False,False,False,False,False
FB-00511,2025-05-31,contact_form,agency,free,en,Finding settings and tools is straightforward.,4,usability,positive,high,True,56.0,finding settings and tools is straightforward,45,6,5,False,True,False,True,False,False
FB-00512,2025-07-30,contact_form,small_business,pro,es,Nuestro account manager ha sido proactivo y muy útil.,5,support,positive,low,True,13.7,nuestro account manager ha sido proactivo y muy útil,52,9,7,False,True,False,False,False,False
FB-00513,2025-05-14,email,startup,basic,en,Essential features are locked behind the most expensive tier.,2,pricing,negative,medium,True,22.1,essential features are locked behind the most expensive tier,60,9,5,True,False,False,False,False,False
FB-00514,2025-04-04,chat,agency,pro,en,Admin accounts lost permissions after the last security update.,2,account_access,negative,critical,False,76.5,admin accounts lost permissions after the last security update,62,9,4,True,False,True,False,True,True
FB-00515,2025-04-05,support_ticket,startup,pro,en,Admin accounts lost permissions after the last security update. We upgraded to Pro specifically for better service.,1,account_access,negative,medium,True,22.9,admin accounts lost permissions after the last security update we upgraded to pro specifically for better service,113,17,4,True,False,False,False,False,False
FB-00516,2025-09-13,email,freelancer,enterprise,en,The API returns inconsistent errors with no useful documentation.,1,integrations,negative,high,False,63.3,the api returns inconsistent errors with no useful documentation,64,9,9,True,False,False,True,True,False
FB-00517,2025-10-17,email,startup,basic,en,Price is okay for now; we'll reassess at renewal. We're scaling fast and need this resolved quickly.,3,pricing,neutral,medium,True,27.2,price is okay for now we ll reassess at renewal we re scaling fast and need this resolved quickly,97,19,10,False,False,False,False,False,False
FB-00518,2025-11-13,support_ticket,freelancer,enterprise,es,"La sincronización con Salesforce funciona bien y eliminó entrada manual de datos. Como freelancer, esto afecta mucho mi flujo de trabajo.",4,integrations,positive,low,True,16.1,la sincronización con salesforce funciona bien y eliminó entrada manual de datos como freelancer esto afecta mucho mi flujo de trabajo,134,21,11,False,True,False,False,False,False
FB-00519,2025-12-13,email,freelancer,enterprise,en,The price increased 40% at renewal with no added value.,1,pricing,negative,low,True,13.3,the price increased 40 at renewal with no added value,53,10,12,True,False,False,False,False,False
FB-00520,2025-07-17,support_ticket,enterprise,pro,es,No podemos usar la mitad de las funciones porque tienen errores. Esto impacta a varios departamentos de nuestra organización.,1,features,negative,medium,True,25.8,no podemos usar la mitad de las funciones porque tienen errores esto impacta a varios departamentos de nuestra organización,123,19,7,True,False,False,False,False,False
FB-00521,2025-05-28,email,enterprise,enterprise,es,Las exportaciones programadas a nuestro data warehouse funcionan sin fallos.,5,exports,positive,medium,False,13.6,las exportaciones programadas a nuestro data warehouse funcionan sin fallos,75,10,5,False,True,False,False,True,False
FB-00522,2025-02-03,email,enterprise,pro,en,We keep clicking the wrong buttons because labels are unclear. This affects multiple departments across our organization.,1,usability,negative,low,False,11.1,we keep clicking the wrong buttons because labels are unclear this affects multiple departments across our organization,119,17,2,True,False,False,False,True,False
FB-00523,2025-04-06,email,small_business,basic,en,Unauthorized access to our workspace was not detected promptly. Our small team depends on this working reliably.,1,account_access,negative,critical,False,84.2,unauthorized access to our workspace was not detected promptly our small team depends on this working reliably,110,17,4,True,False,True,False,True,True
FB-00524,2025-01-02,email,small_business,free,es,La API es funcional aunque los límites de tasa pueden ser restrictivos. Nuestro equipo pequeño depende de que esto funcione bien.,3,integrations,neutral,high,False,84.1,la api es funcional aunque los límites de tasa pueden ser restrictivos nuestro equipo pequeño depende de que esto funcione bien,127,21,1,False,False,False,True,True,False
FB-00525,2025-01-15,chat,enterprise,basic,en,The pricing is fair for the value we get from the platform.,5,pricing,positive,low,True,10.0,the pricing is fair for the value we get from the platform,58,12,1,False,True,False,False,False,False
FB-00526,2025-07-11,chat,enterprise,free,en,The price increased 40% at renewal with no added value. We're on the free plan but still expect basic reliability.,1,pricing,negative,high,True,87.2,the price increased 40 at renewal with no added value we re on the free plan but still expect basic reliability,111,21,7,True,False,False,True,False,False
FB-00527,2025-01-25,review,enterprise,pro,es,Valoramos el desglose detallado en cada factura. Esto impacta a varios departamentos de nuestra organización.,5,billing,positive,medium,True,15.8,valoramos el desglose detallado en cada factura esto impacta a varios departamentos de nuestra organización,107,15,1,False,True,False,False,False,False
FB-00528,2025-06-11,contact_form,small_business,pro,es,El rendimiento ha sido muy estable incluso en horas pico. Nuestro equipo pequeño depende de que esto funcione bien.,5,performance,positive,high,True,62.5,el rendimiento ha sido muy estable incluso en horas pico nuestro equipo pequeño depende de que esto funcione bien,113,19,6,False,True,False,True,False,False
FB-00529,2025-09-06,nps_survey,startup,pro,es,La sección de facturación es funcional pero no muy intuitiva. Estamos creciendo rápido y necesitamos una solución pronto.,3,billing,neutral,medium,False,12.1,la sección de facturación es funcional pero no muy intuitiva estamos creciendo rápido y necesitamos una solución pronto,119,18,9,False,False,False,False,True,False
FB-00530,2025-08-02,review,agency,free,en,Live chat support was knowledgeable and friendly. We're on the free plan but still expect basic reliability.,4,support,positive,medium,True,21.9,live chat support was knowledgeable and friendly we re on the free plan but still expect basic reliability,106,18,8,False,True,False,False,False,False
FB-00531,2025-03-30,contact_form,agency,pro,es,"Podemos exportar datos, pero las exportaciones grandes a veces fallan por tiempo. Gestionamos varias cuentas de clientes y esto nos está frenando.",3,exports,neutral,high,False,40.0,podemos exportar datos pero las exportaciones grandes a veces fallan por tiempo gestionamos varias cuentas de clientes y esto nos está frenando,143,22,3,False,False,False,True,True,False
FB-00532,2025-02-10,contact_form,small_business,basic,es,El chat en vivo fue competente y amable.,4,support,positive,low,True,18.7,el chat en vivo fue competente y amable,39,8,2,False,True,False,False,False,False
FB-00533,2025-08-29,support_ticket,agency,free,en,"Billing works fine, though the invoice layout could be clearer. We're on the free plan but still expect basic reliability.",3,billing,neutral,critical,True,49.2,billing works fine though the invoice layout could be clearer we re on the free plan but still expect basic reliability,119,21,8,False,False,True,False,False,False
FB-00534,2025-12-10,support_ticket,small_business,basic,es,No puedo restablecer mi contraseña y el soporte no ha ayudado en días. Nuestro equipo pequeño depende de que esto funcione bien.,1,account_access,negative,medium,False,19.1,no puedo restablecer mi contraseña y el soporte no ha ayudado en días nuestro equipo pequeño depende de que esto funcione bien,126,22,12,True,False,False,False,True,False
FB-00535,2025-09-16,email,agency,basic,en,The UI is usable but some menus feel cluttered. We manage several client accounts and this is blocking delivery.,3,usability,neutral,high,True,25.0,the ui is usable but some menus feel cluttered we manage several client accounts and this is blocking delivery,110,19,9,False,False,False,True,False,False
FB-00536,2025-02-20,review,agency,free,en,"The cost is reasonable, though we'd like more mid-tier options.",3,pricing,neutral,low,True,17.4,the cost is reasonable though we d like more mid tier options,61,12,2,False,False,False,False,False,False
FB-00537,2025-08-06,review,startup,enterprise,en,Page load times are consistently under two seconds for our team.,5,performance,positive,low,True,12.2,page load times are consistently under two seconds for our team,63,11,8,False,True,False,False,False,False
FB-00538,2025-02-12,email,agency,free,en,Custom workflows are powerful and flexible.,5,features,positive,medium,True,35.5,custom workflows are powerful and flexible,42,6,2,False,True,False,False,False,False
FB-00539,2025-02-05,chat,enterprise,basic,en,"The onboarding call helped, but follow-up resources were sparse.",3,onboarding,neutral,low,True,16.8,the onboarding call helped but follow up resources were sparse,62,10,2,False,False,False,False,False,False
FB-00540,2025-03-15,contact_form,freelancer,free,es,"Dependemos de exportaciones diarias y han sido 100% confiables. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,exports,positive,medium,True,45.0,dependemos de exportaciones diarias y han sido 100 confiables como freelancer esto afecta mucho mi flujo de trabajo,115,18,3,False,True,False,False,False,False
FB-00541,2025-03-04,review,agency,enterprise,es,Los artículos del centro de ayuda resolvieron mi duda a la primera.,4,support,positive,low,True,14.8,los artículos del centro de ayuda resolvieron mi duda a la primera,66,12,3,False,True,False,False,False,False
FB-00542,2025-09-06,nps_survey,agency,enterprise,en,"We got started eventually, but documentation could be better organized. We manage several client accounts and this is blocking delivery.",3,onboarding,neutral,medium,True,12.9,we got started eventually but documentation could be better organized we manage several client accounts and this is blocking delivery,133,20,9,False,False,False,False,False,False
FB-00543,2025-09-13,chat,freelancer,free,es,La interfaz es confusa y nuestro equipo lucha con ella a diario.,2,usability,negative,low,True,15.7,la interfaz es confusa y nuestro equipo lucha con ella a diario,63,12,9,True,False,False,False,False,False
FB-00544,2025-05-31,support_ticket,enterprise,basic,es,"No podemos conectar nuestras herramientas internas porque OAuth falla constantemente. Con el plan básico, esperábamos un soporte más ágil.",1,integrations,negative,critical,False,113.6,no podemos conectar nuestras herramientas internas porque oauth falla constantemente con el plan básico esperábamos un soporte más ágil,135,19,5,True,False,True,False,True,True
FB-00545,2025-08-15,support_ticket,startup,enterprise,en,Our team loses hours every week waiting for pages to load. We're scaling fast and need this resolved quickly.,1,performance,negative,high,False,80.1,our team loses hours every week waiting for pages to load we re scaling fast and need this resolved quickly,107,20,8,True,False,False,True,True,False
FB-00546,2025-02-26,contact_form,enterprise,enterprise,en,We felt supported from signup through first successful workflow.,5,onboarding,positive,low,True,20.8,we felt supported from signup through first successful workflow,63,9,2,False,True,False,False,False,False
FB-00547,2025-05-26,email,enterprise,pro,en,Transparent pricing with no hidden fees is a big plus. This affects multiple departments across our organization.,5,pricing,positive,medium,True,22.7,transparent pricing with no hidden fees is a big plus this affects multiple departments across our organization,111,17,5,False,True,False,False,False,False
FB-00548,2025-07-02,contact_form,enterprise,pro,en,Features are adequate for now but not a differentiator. This affects multiple departments across our organization.,3,features,neutral,medium,True,17.9,features are adequate for now but not a differentiator this affects multiple departments across our organization,112,16,7,False,False,False,False,False,False
FB-00549,2025-02-28,contact_form,freelancer,pro,es,"El rendimiento ha sido muy estable incluso en horas pico. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,performance,positive,critical,True,126.9,el rendimiento ha sido muy estable incluso en horas pico como freelancer esto afecta mucho mi flujo de trabajo,110,19,2,False,True,True,False,False,False
FB-00550,2025-06-12,chat,enterprise,free,en,Promised onboarding support never materialized. We're on the free plan but still expect basic reliability.,1,onboarding,negative,medium,True,35.6,promised onboarding support never materialized we re on the free plan but still expect basic reliability,104,16,6,True,False,False,False,False,False
FB-00551,2025-11-11,review,startup,basic,en,API documentation is clear and webhooks fire consistently. We're scaling fast and need this resolved quickly.,5,integrations,positive,high,True,85.0,api documentation is clear and webhooks fire consistently we re scaling fast and need this resolved quickly,107,17,11,False,True,False,True,False,False
FB-00552,2025-06-02,support_ticket,startup,free,en,We can't connect our internal tools because OAuth keeps failing.,2,integrations,negative,medium,False,31.1,we can t connect our internal tools because oauth keeps failing,63,11,6,True,False,False,False,True,False
FB-00553,2025-08-07,email,agency,enterprise,en,"The app runs fine, though dashboards take a few extra seconds. We manage several client accounts and this is blocking delivery.",3,performance,neutral,high,True,83.3,the app runs fine though dashboards take a few extra seconds we manage several client accounts and this is blocking delivery,124,21,8,False,False,False,True,False,False
FB-00554,2025-08-01,email,startup,basic,es,El soporte de incorporación prometido nunca llegó. Estamos creciendo rápido y necesitamos una solución pronto.,1,onboarding,negative,high,False,63.4,el soporte de incorporación prometido nunca llegó estamos creciendo rápido y necesitamos una solución pronto,108,15,8,True,False,False,True,True,False
FB-00555,2025-04-20,support_ticket,agency,enterprise,en,We can't connect our internal tools because OAuth keeps failing. We manage several client accounts and this is blocking delivery.,2,integrations,negative,critical,False,150.3,we can t connect our internal tools because oauth keeps failing we manage several client accounts and this is blocking delivery,127,21,4,True,False,True,False,True,True
FB-00556,2025-03-17,chat,startup,enterprise,en,My subscription renewed without warning and I can't get a refund. We're scaling fast and need this resolved quickly.,2,billing,negative,high,True,55.3,my subscription renewed without warning and i can t get a refund we re scaling fast and need this resolved quickly,114,21,3,True,False,False,True,False,False
FB-00557,2025-05-27,nps_survey,enterprise,pro,en,We've experienced severe timeouts during business-critical operations. This affects multiple departments across our organization.,2,performance,negative,high,True,32.2,we ve experienced severe timeouts during business critical operations this affects multiple departments across our organization,127,16,5,True,False,False,True,False,False
FB-00558,2025-08-05,review,agency,enterprise,en,The pricing is fair for the value we get from the platform. We manage several client accounts and this is blocking delivery.,4,pricing,positive,medium,True,39.6,the pricing is fair for the value we get from the platform we manage several client accounts and this is blocking delivery,122,22,8,False,True,False,False,False,False
FB-00559,2025-01-11,nps_survey,freelancer,enterprise,en,"The UI is usable but some menus feel cluttered. As enterprise customers, we expect priority handling.",3,usability,neutral,medium,True,42.7,the ui is usable but some menus feel cluttered as enterprise customers we expect priority handling,98,16,1,False,False,False,False,False,False
FB-00560,2025-02-27,chat,small_business,basic,en,The app crashes constantly when loading large reports.,2,performance,negative,high,False,42.1,the app crashes constantly when loading large reports,53,8,2,True,False,False,True,True,False
FB-00561,2025-10-27,support_ticket,startup,pro,en,We notice minor delays during busy hours but nothing critical.,3,performance,neutral,critical,False,74.2,we notice minor delays during busy hours but nothing critical,61,10,10,False,False,True,False,True,True
FB-00562,2025-09-09,support_ticket,startup,free,en,We understand the pricing model but wish add-ons were clearer. We're on the free plan but still expect basic reliability.,3,pricing,neutral,medium,True,27.0,we understand the pricing model but wish add ons were clearer we re on the free plan but still expect basic reliability,119,22,9,False,False,False,False,False,False
FB-00563,2025-01-11,review,startup,pro,es,La interfaz es confusa y nuestro equipo lucha con ella a diario.,2,usability,negative,medium,True,39.6,la interfaz es confusa y nuestro equipo lucha con ella a diario,63,12,1,True,False,False,False,False,False
FB-00564,2025-10-01,review,startup,free,es,El asistente de configuración hizo todo muy sencillo.,5,onboarding,positive,low,True,23.5,el asistente de configuración hizo todo muy sencillo,52,8,10,False,True,False,False,False,False
FB-00565,2025-11-20,nps_survey,small_business,enterprise,es,Nuestro account manager ha sido proactivo y muy útil.,5,support,positive,low,True,21.1,nuestro account manager ha sido proactivo y muy útil,52,9,11,False,True,False,False,False,False
FB-00566,2025-12-24,chat,freelancer,basic,es,El equipo abandonó la configuración tras varios callejones sin salida.,2,onboarding,negative,medium,False,37.5,el equipo abandonó la configuración tras varios callejones sin salida,69,10,12,True,False,False,False,True,False
FB-00567,2025-11-25,chat,small_business,enterprise,es,Mi suscripción se renovó sin aviso y no puedo obtener un reembolso. Nuestro equipo pequeño depende de que esto funcione bien.,1,billing,negative,high,True,65.5,mi suscripción se renovó sin aviso y no puedo obtener un reembolso nuestro equipo pequeño depende de que esto funcione bien,123,21,11,True,False,False,True,False,False
FB-00568,2025-06-13,support_ticket,small_business,enterprise,en,Most integrations are stable; a few need periodic reauthorization.,3,integrations,neutral,high,True,73.5,most integrations are stable a few need periodic reauthorization,64,9,6,False,False,False,True,False,False
FB-00569,2025-07-21,nps_survey,startup,basic,en,Support quality varies depending on who handles the ticket.,3,support,neutral,low,True,22.9,support quality varies depending on who handles the ticket,58,9,7,False,False,False,False,False,False
FB-00570,2025-05-15,email,enterprise,basic,en,Every support interaction feels like starting from scratch. This affects multiple departments across our organization.,2,support,negative,high,False,34.7,every support interaction feels like starting from scratch this affects multiple departments across our organization,116,15,5,True,False,False,True,True,False
FB-00571,2025-08-21,nps_survey,agency,enterprise,en,Multi-factor authentication setup was straightforward. We manage several client accounts and this is blocking delivery.,5,account_access,positive,low,True,21.0,multi factor authentication setup was straightforward we manage several client accounts and this is blocking delivery,117,16,8,False,True,False,False,False,False
FB-00572,2025-11-04,nps_survey,enterprise,basic,es,"Las exportaciones programadas a nuestro data warehouse funcionan sin fallos. Con el plan básico, esperábamos un soporte más ágil.",5,exports,positive,low,True,11.0,las exportaciones programadas a nuestro data warehouse funcionan sin fallos con el plan básico esperábamos un soporte más ágil,126,19,11,False,True,False,False,False,False
FB-00573,2025-07-09,review,enterprise,basic,en,The annual discount made upgrading an easy decision. This affects multiple departments across our organization.,5,pricing,positive,low,True,23.4,the annual discount made upgrading an easy decision this affects multiple departments across our organization,109,15,7,False,True,False,False,False,False
FB-00574,2025-02-07,chat,agency,pro,es,Nos dejaron solos tras el registro sin pasos claros a seguir. Pasamos al plan Pro justamente por un mejor servicio.,2,onboarding,negative,high,True,49.5,nos dejaron solos tras el registro sin pasos claros a seguir pasamos al plan pro justamente por un mejor servicio,113,20,2,True,False,False,True,False,False
FB-00575,2025-05-10,email,freelancer,free,es,"Un acceso no autorizado a nuestro workspace no fue detectado a tiempo. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,account_access,negative,critical,False,164.2,un acceso no autorizado a nuestro workspace no fue detectado a tiempo como freelancer esto afecta mucho mi flujo de trabajo,123,21,5,True,False,True,False,True,True
FB-00576,2025-06-23,email,agency,enterprise,en,Finding settings and tools is straightforward. We manage several client accounts and this is blocking delivery.,4,usability,positive,low,True,5.1,finding settings and tools is straightforward we manage several client accounts and this is blocking delivery,109,16,6,False,True,False,False,False,False
FB-00577,2025-08-09,support_ticket,startup,pro,es,"El diseño está bien en general, aunque algunos flujos se sienten antiguos. Pasamos al plan Pro justamente por un mejor servicio.",3,usability,neutral,medium,True,45.1,el diseño está bien en general aunque algunos flujos se sienten antiguos pasamos al plan pro justamente por un mejor servicio,125,21,8,False,False,False,False,False,False
